Equipamento,Descrição,Modelo,Marca/Tipo,Ano,Tipo Veículo,Litros,Km Rodados,Média C.,Mês,Período,Unidade
E06,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,2059.2000000000003,6285.0,0.32763723150358,02/2018,2018.0,RIO DE JANEIRO
E07,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,1565.1999999999998,4419.0,0.3541977823036886,02/2018,2018.0,RIO DE JANEIRO
E08,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,1319.0,3348.0,0.39396654719235363,02/2018,2018.0,RIO DE JANEIRO
E09,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,1445.2000000000003,3123.0,0.46276016650656426,02/2018,2018.0,RIO DE JANEIRO
E10,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,1535.5,4914.0,0.31247456247456246,02/2018,2018.0,RIO DE JANEIRO
E11,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,908.5999999999999,2694.0,0.33726800296956194,02/2018,2018.0,RIO DE JANEIRO
E12,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,1639.2,4435.0,0.3696054114994363,02/2018,2018.0,RIO DE JANEIRO
E13,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,1475.8,37907.0,0.03893212335452555,02/2018,2018.0,RIO DE JANEIRO
E14,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,1634.6,3876.0,0.4217234262125903,02/2018,2018.0,RIO DE JANEIRO
E15,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,1366.4,4376.0,0.31224862888482635,02/2018,2018.0,RIO DE JANEIRO
E16,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,1546.4,8225.0,0.18801215805471125,02/2018,2018.0,RIO DE JANEIRO
E17,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,1422.7999999999997,3028.0,0.46988110964332885,02/2018,2018.0,RIO DE JANEIRO
E18,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,1560.3000000000002,3872.0,0.4029700413223141,02/2018,2018.0,RIO DE JANEIRO
E19,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,1844.0,5254.0,0.350970688998858,02/2018,2018.0,RIO DE JANEIRO
E41,ROLL ON / OFF,VW 24.280 6x2,VOLKSWAGEM,2013,P12,1561.4,3226.0,0.48400495970241786,02/2018,2018.0,RIO DE JANEIRO
E46,ROLL ON / OFF,VW 24.280 6x2,VOLKSWAGEM,2013,P12,2422.4,5473.0,0.4426091723003837,02/2018,2018.0,RIO DE JANEIRO
E47,ROLL ON / OFF,VW 24.280 6x2,VOLKSWAGEM,2013,P12,1161.6,2858.0,0.40643806857942616,02/2018,2018.0,RIO DE JANEIRO
E49,PIPA,VW 15.190 4X2 ,VOLKSWAGEM,2013,P11,958.2,3414.0,0.28066783831282954,02/2018,2018.0,RIO DE JANEIRO
E50,PIPA,VW 15.190 4X2 ,VOLKSWAGEM,2013,P11,1081.6,2719.0,0.39779330636263327,02/2018,2018.0,RIO DE JANEIRO
E53,POLY DUPLO,VW 24.280 6x2,VOLKSWAGEM,2013,P10A,1574.4,4102.0,0.38381277425646027,02/2018,2018.0,RIO DE JANEIRO
E54,POLY DUPLO,VW 24.280 6x2,VOLKSWAGEM,2013,P10A,1805.8000000000002,4568.0,0.3953152364273205,02/2018,2018.0,RIO DE JANEIRO
E56,POLY DUPLO,VW 24.280 6x2,VOLKSWAGEM,2013,P10A,1700.4,3505.0,0.48513552068473614,02/2018,2018.0,RIO DE JANEIRO
E57,POLY DUPLO,VW 24.280 6x2,VOLKSWAGEM,2013,P10A,2206.2000000000003,5153.0,0.42813894818552306,02/2018,2018.0,RIO DE JANEIRO
E64,COMPACTADOR TOCO ,VW 17.280 4x2 ,VOLKSWAGEM,2013,P6,2837.4,4839.0,0.5863608183508989,02/2018,2018.0,RIO DE JANEIRO
E65,COMPACTADOR TOCO ,VW 17.280 4x2 ,VOLKSWAGEM,2013,P6,3305.2,5319.0,0.6213949990599736,02/2018,2018.0,RIO DE JANEIRO
E66,COMPACTADOR TOCO ,VW 17.280 4x2 ,VOLKSWAGEM,2013,P6,2875.2,4255.0,0.67572267920094,02/2018,2018.0,RIO DE JANEIRO
E67,COMPACTADOR TOCO ,VW 17.280 4x2 ,VOLKSWAGEM,2013,P6,1647.2,3652.0,0.4510405257393209,02/2018,2018.0,RIO DE JANEIRO
E68,COMPACTADOR TOCO ,VW 17.280 4x2 ,VOLKSWAGEM,2013,P6,675.4,3331.0,0.20276193335334733,02/2018,2018.0,RIO DE JANEIRO
E69,COMPACTADOR TOCO ,VW 17.280 4x2 ,VOLKSWAGEM,2013,P6,3038.8,4843.0,0.6274623167458188,02/2018,2018.0,RIO DE JANEIRO
E71,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,2767.2,4544.0,0.6089788732394366,02/2018,2018.0,RIO DE JANEIRO
E72,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,4183.599999999999,6628.0,0.6312009656004827,02/2018,2018.0,RIO DE JANEIRO
E73,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,3487.0000000000005,5565.0,0.6265947888589399,02/2018,2018.0,RIO DE JANEIRO
E74,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,3009.6000000000004,4089.0,0.7360234776228908,02/2018,2018.0,RIO DE JANEIRO
E75,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,2169.4,2941.0,0.737640258415505,02/2018,2018.0,RIO DE JANEIRO
E76,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,4142.2,5738.0,0.7218891599860578,02/2018,2018.0,RIO DE JANEIRO
E77,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,3579.2,9998.0,0.35799159831966393,02/2018,2018.0,RIO DE JANEIRO
E78,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,3508.3,6297.0,0.557138319834842,02/2018,2018.0,RIO DE JANEIRO
E79,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,4377.7,7676.0,0.5703100573215216,02/2018,2018.0,RIO DE JANEIRO
E80,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,3595.3999999999996,5630.0,0.638614564831261,02/2018,2018.0,RIO DE JANEIRO
E81,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,3245.7999999999997,5840.0,0.5557876712328766,02/2018,2018.0,RIO DE JANEIRO
E82,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,3126.5999999999995,4917.0,0.6358755338621109,02/2018,2018.0,RIO DE JANEIRO
E83,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,3266.2000000000003,6670.0,0.4896851574212894,02/2018,2018.0,RIO DE JANEIRO
E84,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,3480.4,5947.0,0.5852362535732302,02/2018,2018.0,RIO DE JANEIRO
E85,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,2243.3999999999996,3115.0,0.7201926163723915,02/2018,2018.0,RIO DE JANEIRO
E86,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,3326.7999999999997,5677.0,0.5860137396512242,02/2018,2018.0,RIO DE JANEIRO
E87,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,3420.0,5472.0,0.625,02/2018,2018.0,RIO DE JANEIRO
E88,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,460.0,981.0,0.4689092762487258,02/2018,2018.0,RIO DE JANEIRO
E89,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,3706.8999999999996,5743.0,0.6454640431830053,02/2018,2018.0,RIO DE JANEIRO
E91,COMPACTADOR SIMPLES ,VW 17.280 4x2 ,VOLKSWAGEM,2013/2014,P5A,2272.2000000000003,4168.0,0.5451535508637236,02/2018,2018.0,RIO DE JANEIRO
E92,COMPACTADOR SIMPLES ,VW 17.190 4X2 ,VOLKSWAGEM,2013,P5A,1833.6000000000001,4120.0,0.4450485436893204,02/2018,2018.0,RIO DE JANEIRO
E93,COMPACTADOR SIMPLES ,VW 17.190 4X2 ,VOLKSWAGEM,2013,P5A,1374.0,2877.0,0.47758081334723673,02/2018,2018.0,RIO DE JANEIRO
E94,COMPACTADOR SIMPLES ,VW 17.190 4X2 ,VOLKSWAGEM,2013,P5A,1915.7,3688.0,0.519441431670282,02/2018,2018.0,RIO DE JANEIRO
E95,COMPACTADOR SIMPLES ,VW 17.190 4X2 ,VOLKSWAGEM,2013,P5A,744.8,1264.0,0.5892405063291138,02/2018,2018.0,RIO DE JANEIRO
E96,COMPACTADOR SIMPLES ,VW 17.190 4X2 ,VOLKSWAGEM,2013,P5A,1967.0000000000002,4890.0,0.4022494887525563,02/2018,2018.0,RIO DE JANEIRO
E97,COMPACTADOR SIMPLES ,VW 17.190 4X2 ,VOLKSWAGEM,2013,P5A,2417.2,4100.0,0.5895609756097561,02/2018,2018.0,RIO DE JANEIRO
E98,COMPACTADOR SIMPLES ,VW 17.190 4X2 ,VOLKSWAGEM,2013,P5A,2353.0000000000005,3200.0,0.7353125000000001,02/2018,2018.0,RIO DE JANEIRO
E99,COMPACTADOR SIMPLES ,VW 17.190 4X2 ,VOLKSWAGEM,2013,P5A,1191.1000000000001,2527.0,0.4713494261970717,02/2018,2018.0,RIO DE JANEIRO
F09,SATELITE,VW.5.150,VOLKSWAGEM,2016,P26,593.1,2508.0,0.23648325358851677,02/2018,2018.0,RIO DE JANEIRO
F10,SATELITE,VW.5.150,VOLKSWAGEM,2016,P26,750.1999999999999,4502.0,0.16663705019991112,02/2018,2018.0,RIO DE JANEIRO
F11,SATELITE,VW.5.150,VOLKSWAGEM,2016,P26,814.0,3829.0,0.21258814311830765,02/2018,2018.0,RIO DE JANEIRO
H04,COLETOR COMPACTADOR 15m³,VW 17.280,VOLKSWAGEM,2013,P6 DOMICILIAR,2327.8,4455.0,0.5225140291806959,02/2018,2018.0,RIO DE JANEIRO
H05,COLETOR COMPACTADOR 15m³,VW 17.280,VOLKSWAGEM,2013,P6,3276.4,6115.0,0.5357972199509403,02/2018,2018.0,RIO DE JANEIRO
H06,COLETOR COMPACTADOR 15m³,VW 17.280,VOLKSWAGEM,2013,P6,2436.8,4048.0,0.6019762845849803,02/2018,2018.0,RIO DE JANEIRO
H07,COLETOR COMPACTADOR 15m³,VW 17.280,VOLKSWAGEM,2013,P6 DOMICILIAR,2285.4,4305.0,0.5308710801393729,02/2018,2018.0,RIO DE JANEIRO
H08,COLETOR COMPACTADOR 15m³,VW 17.280,VOLKSWAGEM,2013,P6 DOMICILIAR,1936.0,3628.0,0.5336273428886439,02/2018,2018.0,RIO DE JANEIRO
H09,COLETOR COMPACTADOR 15m³,VW 17.280,VOLKSWAGEM,2013,P6 DOMICILIAR,1938.3999999999999,4413.0,0.43924767731701786,02/2018,2018.0,RIO DE JANEIRO
H10,COLETOR COMPACTADOR 15m³,VW 17.280,VOLKSWAGEM,2012/2013,P6 DOMICILIAR,1933.0,4563.0,0.42362480824019283,02/2018,2018.0,RIO DE JANEIRO
H11,COLETOR COMPACTADOR 15m³,VW 17.280,VOLKSWAGEM,2012/2013,P6 DOMICILIAR,1989.6000000000001,4574.0,0.43498032356799304,02/2018,2018.0,RIO DE JANEIRO
H12,COLETOR COMPACTADOR 15m³,VW 17.280,VOLKSWAGEM,2013,P6 DOMICILIAR,2430.6000000000004,5254.0,0.46261895698515426,02/2018,2018.0,RIO DE JANEIRO
H13,COLETOR COMPACTADOR 15m³,VW 17.280,VOLKSWAGEM,2012/2013,P6 DOMICILIAR,2407.2000000000003,5291.0,0.454961254961255,02/2018,2018.0,RIO DE JANEIRO
H14,COLETOR COMPACTADOR 15m³,VW 17.280,VOLKSWAGEM,2012/2013,P6 DOMICILIAR,2326.8,4571.0,0.5090352220520674,02/2018,2018.0,RIO DE JANEIRO
H15,COLETOR COMPACTADOR 15m³,VW 17.280,VOLKSWAGEM,2013,P6 DOMICILIAR,1781.9999999999998,3894.0,0.45762711864406774,02/2018,2018.0,RIO DE JANEIRO
H16,COLETOR COMPACTADOR 15m³,VW 17.280,VOLKSWAGEM,2013,P6 DOMICILIAR,2030.5000000000002,4031.0,0.5037211610022327,02/2018,2018.0,RIO DE JANEIRO
H17,COLETOR COMPACTADOR 15m³,VW 17.280,VOLKSWAGEM,2013,P6 DOMICILIAR,1393.3999999999999,3037.0,0.45880803424432,02/2018,2018.0,RIO DE JANEIRO
H18,COLETOR COMPACTADOR 15m³,VW 17.190,VOLKSWAGEM,2012/2013,P6 DOMICILIAR,1542.8000000000002,4005.0,0.38521847690387023,02/2018,2018.0,RIO DE JANEIRO
H21,BASCULANTE TOCO ,VW 17.190,VOLKSWAGEM,2012,P8,1122.6,2525.0,0.44459405940594054,02/2018,2018.0,RIO DE JANEIRO
H22,BASCULANTE TOCO ,VW 17.190,VOLKSWAGEM,2012,P8,1149.8000000000002,3312.0,0.34716183574879234,02/2018,2018.0,RIO DE JANEIRO
H27,BASCULANTE TOCO ,VW 17.190,VOLKSWAGEM,2012,P8,1263.0,4062.0,0.310930576070901,02/2018,2018.0,RIO DE JANEIRO
H29,BASCULANTE TOCO ,VW 17.190,VOLKSWAGEM,2012,P8,1371.8,4742.0,0.2892872205820329,02/2018,2018.0,RIO DE JANEIRO
H30,BASCULANTE TOCO ,VW 17.190,VOLKSWAGEM,2012,P8,1317.2,4029.0,0.32692975924547035,02/2018,2018.0,RIO DE JANEIRO
H38,BASCULANTE TOCO ,VW 17.190,VOLKSWAGEM,2012,P8,1186.0,2542.0,0.46656176239181746,02/2018,2018.0,RIO DE JANEIRO
H39,BASCULANTE TOCO ,VW 17.190,VOLKSWAGEM,2012,P8,1488.8,4157.0,0.35814289150829925,02/2018,2018.0,RIO DE JANEIRO
H40,BASCULANTE TOCO ,VW 8.160,VOLKSWAGEM,2012,P8,1569.0,4452.0,0.3524258760107817,02/2018,2018.0,RIO DE JANEIRO
H41,BASCULANTE 3M³,VW 8.160,VOLKSWAGEM,2012,P17,709.0,3662.0,0.19361004915346805,02/2018,2018.0,RIO DE JANEIRO
H46,BASCULANTE 3M³,VW 8.160,VOLKSWAGEM,2012,P27,825.6,2814.0,0.2933901918976546,02/2018,2018.0,RIO DE JANEIRO
H47,BASCULANTE 3M³,VW 8.160,VOLKSWAGEM,2012,P27,1088.0,4383.0,0.2482318046999772,02/2018,2018.0,RIO DE JANEIRO
H48,BASCULANTE 3M³,VW 8.160,VOLKSWAGEM,2012,P27,293.8,969.0,0.30319917440660477,02/2018,2018.0,RIO DE JANEIRO
H49,BASCULANTE 3M³,VW 17.190,VOLKSWAGEM,2012,P27,850.74,2561.0,0.33219055056618507,02/2018,2018.0,RIO DE JANEIRO
H50,CARROCERIA FIXA 20M³ C/ MUNCK,VW 17.190,VOLKSWAGEM,2012,P28,182.4,1546.0,0.11798188874514877,02/2018,2018.0,RIO DE JANEIRO
H51,CARROCERIA FIXA 20M³ C/ MUNCK,VW 17.190,VOLKSWAGEM,2012,P28,1442.2,5542.0,0.2602309635510646,02/2018,2018.0,RIO DE JANEIRO
H52,CARROCERIA FIXA 20M³ C/ MUNCK,VW 17.190,VOLKSWAGEM,2012,P28,1655.0,7832.0,0.21131256384065372,02/2018,2018.0,RIO DE JANEIRO
H53,CARROCERIA FIXA 20M³ C/ MUNCK,ATRON 1719,VOLKSWAGEM,2012,P28,1123.0,4163.0,0.2697573865001201,02/2018,2018.0,RIO DE JANEIRO
H76,BASCULANTE TOCO ,VW 17.190 4X2,VOLKSWAGEM,2015/2016,P8 NOVO,1013.2,2720.0,0.3725,02/2018,2018.0,RIO DE JANEIRO
H77,BASCULANTE TOCO ,VOLKSWAGEN - 17.190 CRM 4X2,VOLKSWAGEM,2015/2016,P8 NOVO,1028.4,1787.0,0.5754896474538332,02/2018,2018.0,RIO DE JANEIRO
H78,BASCULANTE TOCO ,VOLKSWAGEN - 17.190 CRM 4X2,VOLKSWAGEM,2015/2016,P8 NOVO,775.8,3750.0,0.20687999999999998,02/2018,2018.0,RIO DE JANEIRO
H79,BASCULANTE TOCO ,VOLKSWAGEN - 17.190 CRM 4X2,VOLKSWAGEM,2015/2016,P8 NOVO,1407.1999999999998,4043.0,0.3480583724956715,02/2018,2018.0,RIO DE JANEIRO
H80,BASCULANTE TOCO ,VOLKSWAGEN - 17.190 CRM 4X2,VOLKSWAGEM,2015/2016,P8 NOVO,1283.0,3779.0,0.3395078062979624,02/2018,2018.0,RIO DE JANEIRO
H81,COLETOR COMPACTADOR 15m³,VW 17.280,VOLKSWAGEM,2015/2016,P6,3221.8999999999996,4415.0,0.7297621744054359,02/2018,2018.0,RIO DE JANEIRO
H82,COLETOR COMPACTADOR 15m³,VW 17.280,VOLKSWAGEM,2015/2016,P6,3080.0000000000005,5820.0,0.5292096219931273,02/2018,2018.0,RIO DE JANEIRO
H83,BASCULANTE TOCO ,VOLKSWAGEN - 17.190 CRM 4X2,VOLKSWAGEM,2015/2016,P8 NOVO,1287.0,7017.0,0.1834117144078666,02/2018,2018.0,RIO DE JANEIRO
H84,BASCULANTE TOCO ,VOLKSWAGEN - 17.190 CRM 4X2,VOLKSWAGEM,2015/2016,P8 NOVO,1397.6,4449.0,0.3141380085412452,02/2018,2018.0,RIO DE JANEIRO
H85,BASCULANTE TOCO ,VOLKSWAGEN - 17.190 CRM 4X2,VOLKSWAGEM,2015/2016,P8 NOVO,1074.2,3919.0,0.27410053585098243,02/2018,2018.0,RIO DE JANEIRO
H86,BASCULANTE TOCO ,VOLKSWAGEN - 17.190 CRM 4X2,VOLKSWAGEM,2015/2016,P8 NOVO,1138.2,3896.0,0.2921457905544148,02/2018,2018.0,RIO DE JANEIRO
H87,BASCULANTE TOCO ,VOLKSWAGEN - 17.190 CRM 4X2,VOLKSWAGEM,2015/2016,P8 NOVO,919.9,3475.0,0.2647194244604317,02/2018,2018.0,RIO DE JANEIRO
H88,BASCULANTE TOCO ,VOLKSWAGEN - 17.190 CRM 4X2,VOLKSWAGEM,2015/2016,P8 NOVO,973.0000000000001,2237.0,0.43495753240947704,02/2018,2018.0,RIO DE JANEIRO
H89,BASCULANTE TOCO ,VOLKSWAGEN - 17.190 CRM 4X2,VOLKSWAGEM,2015/2016,P8 NOVO,1027.4,2189.0,0.46934673366834173,02/2018,2018.0,RIO DE JANEIRO
H90,BASCULANTE TOCO ,VOLKSWAGEN - 17.190 CRM 4X2,VOLKSWAGEM,2015/2016,P8 NOVO,1132.2,4049.0,0.2796245986663374,02/2018,2018.0,RIO DE JANEIRO
H91,BASCULANTE TOCO ,VOLKSWAGEN - 17.190 CRM 4X2,VOLKSWAGEM,2015/2016,P8 NOVO,1171.0,3444.0,0.3400116144018583,02/2018,2018.0,RIO DE JANEIRO
H92,BASCULANTE TOCO ,VOLKSWAGEN - 17.190 CRM 4X2,VOLKSWAGEM,2015/2016,P8 NOVO,1064.6,2836.0,0.3753878702397743,02/2018,2018.0,RIO DE JANEIRO
H93,BASCULANTE TOCO ,VOLKSWAGEN - 17.190 CRM 4X2,VOLKSWAGEM,2015/2016,P8 NOVO,1320.1999999999998,3783.0,0.3489822891884747,02/2018,2018.0,RIO DE JANEIRO
H94,BASCULANTE TOCO ,VOLKSWAGEN - 17.190 CRM 4X2,VOLKSWAGEM,2015/2016,P8 NOVO,961.0,2308.0,0.41637781629116116,02/2018,2018.0,RIO DE JANEIRO
H95,COLETOR COMPACTADOR 15m³,VW 17.280,VOLKSWAGEM,2015/2016,P6,2843.2000000000003,4754.0,0.5980647875473286,02/2018,2018.0,RIO DE JANEIRO
H96,COLETOR COMPACTADOR 15m³,VW 17.280,VOLKSWAGEM,2015/2016,P6,2608.9999999999995,4132.0,0.6314133591481121,02/2018,2018.0,RIO DE JANEIRO
H97,COLETOR COMPACTADOR 15m³,VW 17.280,VOLKSWAGEM,2015/2016,P6,2799.2,4686.0,0.5973538198890311,02/2018,2018.0,RIO DE JANEIRO
H98,COLETOR COMPACTADOR 15m³,VW 17.280,VOLKSWAGEM,2015/2016,P6,2804.4,3781.0,0.7417085427135679,02/2018,2018.0,RIO DE JANEIRO
H99,PIPA,VOLKSWAGEN - 17.190 CRM 4X2,VOLKSWAGEM,2015/2016,P11,1162.4,3807.0,0.3053322826372472,02/2018,2018.0,RIO DE JANEIRO
E22,SATELITE,MERCEDEZ SPRINTER 310,M.BENZ,2014,P26,510.79999999999995,2897.0,0.17632033137728684,02/2018,2018.0,RIO DE JANEIRO
R04,COMPACTADOR TOCO ,FORD CARGO - 1723 K,FORD,2014/2015,P7,2762.2,5015.0,0.5507876370887338,02/2018,2018.0,RIO DE JANEIRO
R05,COMPACTADOR TOCO ,FORD CARGO - 1723 K,FORD,2014/2015,P7,3372.2999999999997,6365.0,0.5298193244304792,02/2018,2018.0,RIO DE JANEIRO
R06,COLETOR COMPACTADOR 15m³,FORD CARGO - 1723 K,FORD,2013,P6,2623.2,4928.0,0.5323051948051948,02/2018,2018.0,RIO DE JANEIRO
S1,PICK UP S10,VIATURA DO SOCORRO,GM,2011,S10,772.6,321.0,2.4068535825545174,02/2018,2018.0,RIO DE JANEIRO
S3,PICK UP S10,VIATURA DO SOCORRO,0,0,S10,13.0,64.0,0.203125,02/2018,2018.0,RIO DE JANEIRO
E28,SATELITE,MERCEDEZ SPRINTER 310,M.BENZ,2014,P26,473.6,500.0,0.9472,02/2018,2018.0,RIO DE JANEIRO
E31,SATELITE,MERCEDEZ SPRINTER 310,M.BENZ,2014,P26,427.2,2469.0,0.1730255164034022,02/2018,2018.0,RIO DE JANEIRO
E33,SATELITE,MERCEDEZ SPRINTER 310,M.BENZ,2014,P26,265.4,2011.0,0.13197414221780207,02/2018,2018.0,RIO DE JANEIRO
E34,SATELITE,MERCEDEZ SPRINTER 310,M.BENZ,2014,P26,492.3,3224.0,0.1526985111662531,02/2018,2018.0,RIO DE JANEIRO
E35,SATELITE,MERCEDEZ SPRINTER 310,M.BENZ,2014,P26,499.2,2325.0,0.21470967741935484,02/2018,2018.0,RIO DE JANEIRO
E36,SATELITE,MERCEDEZ SPRINTER 310,M.BENZ,2014,P26,448.4,2837.0,0.15805428269298555,02/2018,2018.0,RIO DE JANEIRO
E37,SATELITE,MERCEDEZ SPRINTER 310,M.BENZ,2014,P26,505.4,2649.0,0.19078897697244243,02/2018,2018.0,RIO DE JANEIRO
E38,SATELITE,MERCEDEZ SPRINTER 310,M.BENZ,2014,P26,504.6,3097.0,0.16293186955117855,02/2018,2018.0,RIO DE JANEIRO
E39,SATELITE,MERCEDEZ SPRINTER 310,M.BENZ,2014,P26,400.6,2392.0,0.1674749163879599,02/2018,2018.0,RIO DE JANEIRO
I94,SATELITE,VW.5.150,VOLKSWAGEM,2016,P26,903.9999999999999,4155.0,0.2175691937424789,02/2018,2018.0,RIO DE JANEIRO
I97,SATELITE,VW.5.150,VOLKSWAGEM,2016,P26,1129.6,6405.0,0.1763622170179547,02/2018,2018.0,RIO DE JANEIRO
C96,SATELITE,MERCEDEZ SPRINTER 310,M.BENZ,2014,P26,782.9999999999999,4481.0,0.17473778174514615,03/2018,2018.0,RIO DE JANEIRO
E21,SATELITE,MERCEDEZ SPRINTER 310,M.BENZ,2014,P26,426.3,3123.0,0.13650336215177714,03/2018,2018.0,RIO DE JANEIRO
E22,SATELITE,MERCEDEZ SPRINTER 310,M.BENZ,2014,P26,422.0,2750.0,0.15345454545454545,03/2018,2018.0,RIO DE JANEIRO
C86,COMPACTADOR SIMPLES ,VW 17.190 4X2,VOLKSWAGEM,2013,P5A,1405.3999999999999,2583.0,0.5440960123886953,03/2018,2018.0,RIO DE JANEIRO
C87,COMPACTADOR TOCO ,VW 17.280 4x2 ,VOLKSWAGEM,2013,P6,186.9,261.0,0.7160919540229885,03/2018,2018.0,RIO DE JANEIRO
C88,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,4387.2,6155.0,0.7127863525588952,03/2018,2018.0,RIO DE JANEIRO
C89,COMPACTADOR TRUCADO,VW 17.280 4x2 ,VOLKSWAGEM,2013,P7,3673.3999999999996,5663.0,0.6486667843898993,03/2018,2018.0,RIO DE JANEIRO
C90,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,1383.9,3931.0,0.3520478249809209,03/2018,2018.0,RIO DE JANEIRO
C91,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,1643.8000000000002,5127.0,0.3206163448410377,03/2018,2018.0,RIO DE JANEIRO
C93,PIPA,VW 15.190 4X2 ,VOLKSWAGEM,2013,P11,341.0,1192.0,0.2860738255033557,03/2018,2018.0,RIO DE JANEIRO
C94,ROLL ON / OFF,VW 24.280 6x2,VOLKSWAGEM,2013,P12,2481.2000000000003,5857.0,0.4236298446303569,03/2018,2018.0,RIO DE JANEIRO
E01,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,2154.3999999999996,6367.0,0.3383697188628867,03/2018,2018.0,RIO DE JANEIRO
E03,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,1882.3999999999999,6956.0,0.270615296147211,03/2018,2018.0,RIO DE JANEIRO
E04,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,2149.4999999999995,7425.0,0.2894949494949494,03/2018,2018.0,RIO DE JANEIRO
E05,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,2207.3999999999996,6738.0,0.3276046304541406,03/2018,2018.0,RIO DE JANEIRO
E06,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,2045.2000000000003,6302.0,0.32453189463662335,03/2018,2018.0,RIO DE JANEIRO
E07,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,1338.0,3948.0,0.33890577507598785,03/2018,2018.0,RIO DE JANEIRO
E08,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,1359.2,4007.0,0.3392063888195658,03/2018,2018.0,RIO DE JANEIRO
E09,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,1054.9,2759.0,0.38234867705690473,03/2018,2018.0,RIO DE JANEIRO
E10,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,1843.0,6341.0,0.2906481627503548,03/2018,2018.0,RIO DE JANEIRO
E11,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,2234.0,4689.0,0.4764342077201962,03/2018,2018.0,RIO DE JANEIRO
E12,BASCULANTE TOCO ,VW 17.280 4X2 ,VOLKSWAGEM,2013,P8,2113.4,6444.0,0.32796399751707017,03/2018,2018.0,RIO DE JANEIRO
