Equipamento,Descrição,Modelo,Marca/Tipo,Ano,Tipo Veículo,Litros,Km Rodados,Média C.,Mês,Período,Unidade
HCS5780,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2011,TOCO,1053.75,2658.0,0.3964446952595937,01/2016,2016.0,CAETÉ
HOF5392,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2011/2012,TOCO,1172.6,3178.0,0.3689741976085588,01/2016,2016.0,CAETÉ
HCS5780,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2011,TOCO,1370.0,3320.0,0.4126506024096386,02/2016,2016.0,CAETÉ
HOF5392,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2011/2012,TOCO,1357.0,3626.0,0.3742415885273028,02/2016,2016.0,CAETÉ
HCS5780,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2011,TOCO,1970.0,5177.0,0.38052926405254006,03/2016,2016.0,CAETÉ
HOF5392,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2011/2012,TOCO,878.0,3137.0,0.2798852406758049,03/2016,2016.0,CAETÉ
HCS5780,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2011,TOCO,1748.0,4527.0,0.38612767837419926,04/2016,2016.0,CAETÉ
HOF5392,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2011/2012,TOCO,1607.0,3525.0,0.45588652482269504,04/2016,2016.0,CAETÉ
HCS5780,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2011,TOCO,2349.0,5577.0,0.42119419042495965,05/2016,2016.0,CAETÉ
HOF5392,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2011/2012,TOCO,544.0,1323.0,0.41118669690098264,05/2016,2016.0,CAETÉ
HCS5780,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2011,TOCO,3067.0,6938.0,0.4420582300374748,06/2016,2016.0,CAETÉ
HCS5780,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2011,TOCO,2678.0,6601.0,0.4056961066505075,07/2016,2016.0,CAETÉ
HCS5780,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2011,TOCO,2462.0,6430.0,0.3828926905132193,09/2016,2016.0,CAETÉ
HOF5392,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2011/2012,TOCO,2267.0,5935.0,0.3819713563605729,09/2016,2016.0,CAETÉ
HCS5780,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2011,TOCO,639.2,1663.0,0.384365604329525,10/2016,2016.0,CAETÉ
HJV4852,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2011/2012,TOCO,1951.19,4057.0,0.4809440473256101,10/2016,2016.0,CAETÉ
HOF5392,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2011/2012,TOCO,2417.6800000000003,5935.0,0.40735973041280543,10/2016,2016.0,CAETÉ
HCS5780,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2011,TOCO,1222.0,431.30999999999995,2.8332290000231857,11/2016,2016.0,CAETÉ
HJV4852,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2011/2012,TOCO,1494.1522499999999,3336.0,0.4478873651079136,11/2016,2016.0,CAETÉ
HOF5392,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2011/2012,TOCO,2107.617,3886.0,0.5423615542974781,11/2016,2016.0,CAETÉ
HOF5392,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2011/2012,TOCO,313.654,726.0,0.43203030303030304,01/2017,2017.0,CAETÉ
OPT9924,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,2577.4139999999998,6112.0,0.4216973167539267,01/2017,2017.0,CAETÉ
OPT9930,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,1941.0459999999998,3688.0,0.5263139913232103,01/2017,2017.0,CAETÉ
OPT9924,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,2275.062,5684.0,0.4002572132301196,02/2017,2017.0,CAETÉ
OPT9930,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,2012.8689999999997,4571.0,0.4403563771603587,02/2017,2017.0,CAETÉ
OPT9924,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,2297.312,6066.0,0.37871941971645234,03/2017,2017.0,CAETÉ
OPT9930,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,2278.385,5077.0,0.44876600354540086,03/2017,2017.0,CAETÉ
OPT9924,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,1585.374,3617.0,0.43831186065800387,04/2017,2017.0,CAETÉ
OPT9930,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,2493.577,5258.0,0.4742443895017117,04/2017,2017.0,CAETÉ
OPT9924,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,2292.143,4749.0,0.48265803327016216,05/2017,2017.0,CAETÉ
OPT9930,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,1928.9279999999999,4622.0,0.417336218087408,05/2017,2017.0,CAETÉ
HAG3731,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2011,TOCO,90.6,232.0,2.5607064017660046,01/2016,2016.0,COLETA BH
HIM3680,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2012,TOCO,612.0,1654.0,2.7026143790849675,01/2016,2016.0,COLETA BH
HJV4851,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2011/2012,TOCO,886.6999999999999,2771.0,3.1250704860719525,01/2016,2016.0,COLETA BH
HJV4852,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2011/2012,TOCO,461.4,1288.0,2.7915041179020372,01/2016,2016.0,COLETA BH
OLP1193,CAMINHÃO COMPACTADOR TOCO,17190,VOLKSWAGEM,2012,TOCO,1219.7,2553.0,2.0931376568008524,01/2016,2016.0,COLETA BH
OLP1194,CAMINHÃO COMPACTADOR TOCO,17190,VOLKSWAGEM,2012,TOCO,190.10000000000002,378.0,1.9884271436086267,01/2016,2016.0,COLETA BH
OLP1197,CAMINHÃO COMPACTADOR TOCO,17190,VOLKSWAGEM,2012,TOCO,64.1,168.0,2.620904836193448,01/2016,2016.0,COLETA BH
OLP1202,CAMINHÃO COMPACTADOR TOCO,17190,VOLKSWAGEM,2012,TOCO,1214.1,2883.0,2.3745984680009884,01/2016,2016.0,COLETA BH
OLP1205,CAMINHÃO COMPACTADOR TOCO,17190,VOLKSWAGEM,2012,TOCO,1244.9,3259.0,2.6178809542935175,01/2016,2016.0,COLETA BH
OPC0442,CAMINHÃO COMPACTADOR TOCO,17190,VOLKSWAGEM,2013,TOCO,999.4000000000003,2296.0,2.297378427056233,01/2016,2016.0,COLETA BH
OQK7196,CAMINHÃO COMPACTADOR TOCO,17280,VOLKSWAGEM,2013,TOCO,2550.5000000000005,5176.0,2.02940599882376,01/2016,2016.0,COLETA BH
OQQ7245,BASCULANTE TOCO ,17280,VOLKSWAGEM,2013,TOCO,954.0999999999999,2053.0,2.151766062257625,01/2016,2016.0,COLETA BH
OXG6561,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013/2014,TOCO,2515.7000000000003,5530.0,2.198195333306833,01/2016,2016.0,COLETA BH
OXG6572,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,2378.9,5333.0,2.2417924250704107,01/2016,2016.0,COLETA BH
OXG6574,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,2766.3999999999996,5760.0,2.082128397917872,01/2016,2016.0,COLETA BH
OXG6577,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,2613.7999999999997,5490.0,2.100390236437371,01/2016,2016.0,COLETA BH
OXG6584,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,1764.5,3760.0,2.130915273448569,01/2016,2016.0,COLETA BH
OXG6586,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,1655.1000000000001,3452.0,2.085674581596278,01/2016,2016.0,COLETA BH
OXG6589,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,2159.6,4612.0,2.1355806630857566,01/2016,2016.0,COLETA BH
OXG6592,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,1774.3,3830.0,2.158597756861861,01/2016,2016.0,COLETA BH
OXG7174,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,1899.6999999999998,3859.0,2.0313733747433806,01/2016,2016.0,COLETA BH
PWE5175,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,2375.399999999999,4337.0,1.8257977603772002,01/2016,2016.0,COLETA BH
PWE5178,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,2682.7999999999997,5823.0,2.170493514238855,01/2016,2016.0,COLETA BH
PWE5182,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,2372.4,5030.0,2.120215815208228,01/2016,2016.0,COLETA BH
PWE5189,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,2596.099999999999,5265.0,2.028042063094643,01/2016,2016.0,COLETA BH
PWE5192,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,2224.5,5104.0,2.2944481906046303,01/2016,2016.0,COLETA BH
PWE5195,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,2320.8,5063.0,2.181575318855567,01/2016,2016.0,COLETA BH
PWE5197,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,2453.7,5316.0,2.1665240249419244,01/2016,2016.0,COLETA BH
PWE5198,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,1883.0000000000002,4148.0,2.202867764206054,01/2016,2016.0,COLETA BH
PWE5201,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,2032.9,3961.0,1.9484480299080131,01/2016,2016.0,COLETA BH
PWE6172,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,2188.8999999999996,5166.0,2.360089542692677,01/2016,2016.0,COLETA BH
PWF0446,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014/2015,TOCO,2614.2,5284.0,2.021268456889297,01/2016,2016.0,COLETA BH
PWG1890,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,1915.7,4385.0,2.2889805293104346,01/2016,2016.0,COLETA BH
PWG1917,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,2303.999999999999,5386.0,2.337673611111112,01/2016,2016.0,COLETA BH
PWG1921,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,2514.5,5367.0,2.1344203619009745,01/2016,2016.0,COLETA BH
PWG1922,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,2516.0,5616.0,2.232114467408585,01/2016,2016.0,COLETA BH
PWI7875,CAMINHÃO COMPACTADOR TOCO,1119,FORD,2014/2015,MINICOMPACTADOR,335.99999999999994,1149.0,3.4196428571428577,01/2016,2016.0,COLETA BH
PWM7638,CAMINHÃO COMPACTADOR  TRUCK,1723,FORD,2014/2015,TRUCADO,2840.1000000000004,4650.0,1.6372662934403717,01/2016,2016.0,COLETA BH
PWM7641,CAÇAMBA,1723,FORD,2014/2015,TRUCADO,2046.6000000000004,3604.0,1.760969412684452,01/2016,2016.0,COLETA BH
PWM7642,CAMINHÃO COMPACTADOR  TRUCK,1723,FORD,2014/2015,TRUCADO,2737.899999999999,5025.0,1.835348259615034,01/2016,2016.0,COLETA BH
PWM7645,CAMINHÃO COMPACTADOR  TRUCK,1723,FORD,2014/2015,TRUCADO,420.0,535.0,1.2738095238095237,01/2016,2016.0,COLETA BH
PWM7648,CAMINHÃO COMPACTADOR  TRUCK,1723,FORD,2014/2015,TRUCADO,2538.5,4432.0,1.7459129407130194,01/2016,2016.0,COLETA BH
PWM7652,CAMINHÃO COMPACTADOR  TRUCK,1723,FORD,2014/2015,TRUCADO,2536.8999999999996,4538.0,1.7887973510977968,01/2016,2016.0,COLETA BH
PWM7659,CAMINHÃO COMPACTADOR  TRUCK,1723,FORD,2014/2015,TRUCADO,1074.1000000000001,2165.0,2.0156410017689224,01/2016,2016.0,COLETA BH
HIM3680,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2012,TOCO,612.4000000000001,1575.0,2.5718484650555187,02/2016,2016.0,COLETA BH
HJV4851,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2011/2012,TOCO,359.90000000000003,1102.0,3.06196165601556,02/2016,2016.0,COLETA BH
HJV4852,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2011/2012,TOCO,473.00000000000006,1203.0,2.5433403805496826,02/2016,2016.0,COLETA BH
OLP1193,CAMINHÃO COMPACTADOR TOCO,17190,VOLKSWAGEM,2012,TOCO,809.0,1746.0,2.158220024721879,02/2016,2016.0,COLETA BH
OLP1194,CAMINHÃO COMPACTADOR TOCO,17190,VOLKSWAGEM,2012,TOCO,509.9,1118.0,2.1925867817219062,02/2016,2016.0,COLETA BH
OLP1197,CAMINHÃO COMPACTADOR TOCO,17190,VOLKSWAGEM,2012,TOCO,51.4,149.0,2.8988326848249026,02/2016,2016.0,COLETA BH
OLP1202,CAMINHÃO COMPACTADOR TOCO,17190,VOLKSWAGEM,2012,TOCO,1120.1,2673.0,2.386394071957861,02/2016,2016.0,COLETA BH
OLP1205,CAMINHÃO COMPACTADOR TOCO,17190,VOLKSWAGEM,2012,TOCO,1336.5000000000002,3593.0,2.688365132809577,02/2016,2016.0,COLETA BH
OPC0442,CAMINHÃO COMPACTADOR TOCO,17190,VOLKSWAGEM,2013,TOCO,1055.7,2503.0,2.370938713649711,02/2016,2016.0,COLETA BH
OQK7196,CAMINHÃO COMPACTADOR TOCO,17280,VOLKSWAGEM,2013,TOCO,3119.6999999999994,6788.0,2.17585024201045,02/2016,2016.0,COLETA BH
OQQ7245,BASCULANTE TOCO ,17280,VOLKSWAGEM,2013,TOCO,1611.3,3205.0,1.9890771426798237,02/2016,2016.0,COLETA BH
OXG6561,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013/2014,TOCO,2819.3999999999996,6428.0,2.2799177129885795,02/2016,2016.0,COLETA BH
OXG6572,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,2916.2999999999997,6804.0,2.3330933031581114,02/2016,2016.0,COLETA BH
OXG6574,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,1861.1,3995.0,2.1465799795819676,02/2016,2016.0,COLETA BH
OXG6577,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,2929.2,6357.0,2.170217124129455,02/2016,2016.0,COLETA BH
OXG6584,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,374.4,865.0,2.310363247863248,02/2016,2016.0,COLETA BH
OXG6586,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,1604.1000000000001,3342.0,2.08341125864971,02/2016,2016.0,COLETA BH
OXG6589,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,2241.3,5348.0,2.38611520099942,02/2016,2016.0,COLETA BH
OXG6592,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,1654.8,3716.0,2.2455885907662556,02/2016,2016.0,COLETA BH
OXG7174,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,2426.0,5242.0,2.1607584501236605,02/2016,2016.0,COLETA BH
PWE5175,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,3009.8999999999996,8136.0,2.70307983653942,02/2016,2016.0,COLETA BH
PWE5178,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,3205.399999999999,7163.0,2.2346665002807766,02/2016,2016.0,COLETA BH
PWE5182,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,2933.2000000000003,6624.0,2.2582844674757943,02/2016,2016.0,COLETA BH
PWE5189,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,2783.2999999999997,5959.0,2.1409837243559804,02/2016,2016.0,COLETA BH
PWE5192,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,2614.8,6216.0,2.377237264800367,02/2016,2016.0,COLETA BH
PWE5195,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,2790.7,6420.0,2.3004980829182644,02/2016,2016.0,COLETA BH
PWE5197,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,2848.5999999999995,6402.0,2.247419785157622,02/2016,2016.0,COLETA BH
PWE5198,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,3162.1,7189.0,2.2734891369659405,02/2016,2016.0,COLETA BH
PWE5201,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,2317.4000000000005,4817.0,2.0786225942867,02/2016,2016.0,COLETA BH
PWE6172,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,2848.7,6798.0,2.3863516691824342,02/2016,2016.0,COLETA BH
PWF0446,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014/2015,TOCO,3456.4999999999995,7472.0,2.161724287574136,02/2016,2016.0,COLETA BH
PWG1890,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,2946.0,6995.0,2.374405974202308,02/2016,2016.0,COLETA BH
PWG1917,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,2866.8,6930.0,2.4173294265383003,02/2016,2016.0,COLETA BH
PWG1921,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,2943.9,6657.0,2.261286049118516,02/2016,2016.0,COLETA BH
PWG1922,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,2875.3999999999996,6790.0,2.361410586353203,02/2016,2016.0,COLETA BH
PWI7875,CAMINHÃO COMPACTADOR TOCO,1119,FORD,2014/2015,MINICOMPACTADOR,421.79999999999995,1547.0,3.6676149834044574,02/2016,2016.0,COLETA BH
PWM7638,CAMINHÃO COMPACTADOR  TRUCK,1723,FORD,2014/2015,TRUCADO,3163.2999999999997,5599.0,1.7699870388518322,02/2016,2016.0,COLETA BH
PWM7641,CAÇAMBA,1723,FORD,2014/2015,TRUCADO,2827.7,4751.0,1.6801640909573152,02/2016,2016.0,COLETA BH
PWM7642,CAMINHÃO COMPACTADOR  TRUCK,1723,FORD,2014/2015,TRUCADO,3310.699999999999,6590.0,1.9905156009303175,02/2016,2016.0,COLETA BH
PWM7645,CAMINHÃO COMPACTADOR  TRUCK,1723,FORD,2014/2015,TRUCADO,2792.0999999999995,5358.0,1.9189857096808858,02/2016,2016.0,COLETA BH
PWM7648,CAMINHÃO COMPACTADOR  TRUCK,1723,FORD,2014/2015,TRUCADO,3369.6000000000004,6415.0,1.9037867996201328,02/2016,2016.0,COLETA BH
PWM7652,CAMINHÃO COMPACTADOR  TRUCK,1723,FORD,2014/2015,TRUCADO,3195.1000000000004,6096.0,1.9079215048042313,02/2016,2016.0,COLETA BH
PWM7659,CAMINHÃO COMPACTADOR  TRUCK,1723,FORD,2014/2015,TRUCADO,1417.3,2643.0,1.8648133775488607,02/2016,2016.0,COLETA BH
HAG3731,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2011,TOCO,1060.7,2627.0,2.4766663524087864,03/2016,2016.0,COLETA BH
HIM3680,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2012,TOCO,594.4,1955.0,3.2890309555854644,03/2016,2016.0,COLETA BH
HJV4851,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2011/2012,TOCO,350.2,769.0,2.1958880639634497,03/2016,2016.0,COLETA BH
HJV4852,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2011/2012,TOCO,486.20000000000005,1236.0,2.5421637186343067,03/2016,2016.0,COLETA BH
OLP1193,CAMINHÃO COMPACTADOR TOCO,17190,VOLKSWAGEM,2012,TOCO,552.8,1180.0,2.1345875542691752,03/2016,2016.0,COLETA BH
OLP1194,CAMINHÃO COMPACTADOR TOCO,17190,VOLKSWAGEM,2012,TOCO,1381.0000000000002,2842.0,2.0579290369297607,03/2016,2016.0,COLETA BH
OLP1197,CAMINHÃO COMPACTADOR TOCO,17190,VOLKSWAGEM,2012,TOCO,223.3,371.0,1.6614420062695925,03/2016,2016.0,COLETA BH
OLP1202,CAMINHÃO COMPACTADOR TOCO,17190,VOLKSWAGEM,2012,TOCO,26.2,0.0,0.0,03/2016,2016.0,COLETA BH
OLP1205,CAMINHÃO COMPACTADOR TOCO,17190,VOLKSWAGEM,2012,TOCO,1473.9,3806.0,2.582264739805957,03/2016,2016.0,COLETA BH
OPC0442,CAMINHÃO COMPACTADOR TOCO,17190,VOLKSWAGEM,2013,TOCO,1068.1,2576.0,2.4117591985769127,03/2016,2016.0,COLETA BH
OQK7196,CAMINHÃO COMPACTADOR TOCO,17280,VOLKSWAGEM,2013,TOCO,2067.6,4579.0,2.214644999032695,03/2016,2016.0,COLETA BH
OQQ7245,BASCULANTE TOCO ,17280,VOLKSWAGEM,2013,TOCO,1958.6,3807.0,1.9437353211477586,03/2016,2016.0,COLETA BH
OXG6561,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013/2014,TOCO,3141.100000000001,7566.0,2.408710324408646,03/2016,2016.0,COLETA BH
OXG6572,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,3196.099999999999,7652.0,2.3941678921185203,03/2016,2016.0,COLETA BH
OXG6574,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,1988.8,4406.0,2.2154062751407886,03/2016,2016.0,COLETA BH
OXG6577,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,3263.6000000000004,7321.0,2.2432283368059807,03/2016,2016.0,COLETA BH
OXG6586,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,2287.6,4829.0,2.1109459695751007,03/2016,2016.0,COLETA BH
OXG6589,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,3002.5999999999995,7152.0,2.381935655765004,03/2016,2016.0,COLETA BH
OXG6592,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,2358.1,5263.0,2.2318815995928927,03/2016,2016.0,COLETA BH
OXG7174,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2013,TOCO,2740.1000000000004,5847.0,2.1338637276011823,03/2016,2016.0,COLETA BH
PWE5175,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,3087.9,6239.0,2.020466984034457,03/2016,2016.0,COLETA BH
PWE5178,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,3011.2,6734.0,2.2363177470775772,03/2016,2016.0,COLETA BH
PWE5182,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,2959.0000000000005,6710.0,2.2676579925650553,03/2016,2016.0,COLETA BH
PWE5189,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,3120.1,6789.0,2.175891798339797,03/2016,2016.0,COLETA BH
PWE5192,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,2828.5999999999995,6744.0,2.384218341228877,03/2016,2016.0,COLETA BH
PWE5195,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,2954.1000000000004,6817.0,2.307640228834501,03/2016,2016.0,COLETA BH
PWE5197,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,3148.1000000000004,6862.0,2.179727454655189,03/2016,2016.0,COLETA BH
PWE5198,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,3086.8,6980.0,2.2612414150576647,03/2016,2016.0,COLETA BH
PWE5201,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,2727.9,5878.0,2.1547710693207227,03/2016,2016.0,COLETA BH
PWE6172,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,3232.9999999999986,7614.0,2.355088153417879,03/2016,2016.0,COLETA BH
PWF0446,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014/2015,TOCO,3524.8999999999987,7453.0,2.1143862237226596,03/2016,2016.0,COLETA BH
PWG1890,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,3128.8,7314.0,2.337637432881616,03/2016,2016.0,COLETA BH
PWG1917,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,3166.2000000000007,7788.0,2.459730907712715,03/2016,2016.0,COLETA BH
PWG1921,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,3123.2999999999997,7077.0,2.265872634713284,03/2016,2016.0,COLETA BH
PWG1922,CAMINHÃO COMPACTADOR TOCO,1723,FORD,2014,TOCO,3155.0999999999995,7236.0,2.2934296852714655,03/2016,2016.0,COLETA BH
PWI7875,CAMINHÃO COMPACTADOR TOCO,1119,FORD,2014/2015,MINICOMPACTADOR,338.0,1213.0,3.588757396449704,03/2016,2016.0,COLETA BH
PWM7638,CAMINHÃO COMPACTADOR  TRUCK,1723,FORD,2014/2015,TRUCADO,3324.5000000000005,6043.0,1.8177169499172805,03/2016,2016.0,COLETA BH
PWM7641,CAÇAMBA,1723,FORD,2014/2015,TRUCADO,2934.899999999999,5233.0,1.7830249752972849,03/2016,2016.0,COLETA BH
PWM7642,CAMINHÃO COMPACTADOR  TRUCK,1723,FORD,2014/2015,TRUCADO,3377.0,6665.0,1.9736452472608825,03/2016,2016.0,COLETA BH
PWM7645,CAMINHÃO COMPACTADOR  TRUCK,1723,FORD,2014/2015,TRUCADO,2950.6,5654.0,1.9162204297431031,03/2016,2016.0,COLETA BH
PWM7648,CAMINHÃO COMPACTADOR  TRUCK,1723,FORD,2014/2015,TRUCADO,3295.6000000000004,6177.0,1.874317271513533,03/2016,2016.0,COLETA BH
PWM7652,CAMINHÃO COMPACTADOR  TRUCK,1723,FORD,2014/2015,TRUCADO,3231.4999999999995,5867.0,1.8155655268451185,03/2016,2016.0,COLETA BH
PWM7659,CAMINHÃO COMPACTADOR  TRUCK,1723,FORD,2014/2015,TRUCADO,1617.4,3202.0,1.9797205391368862,03/2016,2016.0,COLETA BH
HAG3731,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2011,TOCO,624.1,1684.0,2.6982855311648772,04/2016,2016.0,COLETA BH
HIM3680,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2012,TOCO,695.9,2345.0,3.369737031182641,04/2016,2016.0,COLETA BH
HJV4851,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2011/2012,TOCO,300.1,750.0,2.4991669443518827,04/2016,2016.0,COLETA BH
HJV4852,CAMINHÃO COMPACTADOR TOCO,17250,VOLKSWAGEM,2011/2012,TOCO,519.0999999999999,1331.0,2.564053168946254,04/2016,2016.0,COLETA BH
OLP1193,CAMINHÃO COMPACTADOR TOCO,17190,VOLKSWAGEM,2012,TOCO,789.1,1730.0,2.1923710556329996,04/2016,2016.0,COLETA BH
OLP1194,CAMINHÃO COMPACTADOR TOCO,17190,VOLKSWAGEM,2012,TOCO,1477.0000000000002,3170.0,2.1462423832092075,04/2016,2016.0,COLETA BH
OLP1197,CAMINHÃO COMPACTADOR TOCO,17190,VOLKSWAGEM,2012,TOCO,213.59999999999997,475.0,2.2237827715355807,04/2016,2016.0,COLETA BH
